replication,cohort,scenario,planned,reason,winner,winner_category,false_acceptances,invalid_attempts,gini,hhi,top1_share,effective_miners,rank_stability_tau_b,validator_disagreement_tv,hardware_pair_tau_b,honest_weight,gaming_weight,sybil_weight,safe_no_update,strategy_evaluations,duplicate_cache_hits,trial_pairs,injected_false_claims,accepted_injected_false_claims,sybil_strategy_allocation_gain
466,58,slow-worker,True,,aggregate-rewrite,honest,0,94,0.15886877494307644,0.10863060076225754,0.137415276021857,9.205509248619,0.4441328954693609,0.09530977172779409,1.0,0.8998055294978207,0.0,0.10019447050217935,False,408,24,4010,0,0,0.0
467,58,order-bias,True,,aggregate-rewrite,honest,0,94,0.25477661255936485,0.12229672918230423,0.14731999493482684,8.176833564447408,0.4586946297470449,0.15156965028035252,,0.900327664061618,0.0,0.09967233593838203,False,408,24,4010,0,0,2.7755575615628914e-17
468,58,timing-outliers,True,,aggregate-rewrite,honest,0,96,0.1136326741944968,0.17459013981241278,0.2,5.7277003218763864,0.2961426314973055,0.496848968316486,,0.8293330463536263,0.0,0.1706669536463737,False,408,24,3980,0,0,-2.7755575615628914e-17
469,58,curriculum-skew,True,,aggregate-rewrite,honest,0,94,0.1588687749430765,0.10863060076225756,0.137415276021857,9.205509248618998,0.4441328954693609,0.09530977172779405,,0.8998055294978208,0.0,0.10019447050217935,False,408,24,4010,0,0,0.0
470,58,false-accept-claim,True,,aggregate-rewrite,honest,0,94,0.15886877494307644,0.10863060076225753,0.13741527602185696,9.205509248619002,0.4441328954693609,0.09530977172779408,,0.8998055294978207,0.0,0.10019447050217933,False,408,24,4010,94,0,0.0
471,58,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
472,59,honest,True,,aggregate-rewrite,honest,0,96,0.1712091235660507,0.1220495727731438,0.15015027480521473,8.19339205601909,0.46398036356916844,0.09995987735349178,,0.8903080030645371,0.0,0.10969199693546287,False,408,24,4020,0,0,0.0
473,59,fast-worker,True,,aggregate-rewrite,honest,0,96,0.17120912356605078,0.12204957277314381,0.15015027480521476,8.193392056019087,0.46398036356916844,0.09995987735349181,1.0,0.8903080030645371,0.0,0.10969199693546289,False,408,24,4020,0,0,0.0
474,59,slow-worker,True,,aggregate-rewrite,honest,0,96,0.1712091235660508,0.12204957277314381,0.15015027480521473,8.193392056019087,0.46398036356916844,0.09995987735349182,1.0,0.8903080030645371,0.0,0.1096919969354629,False,408,24,4020,0,0,1.3877787807814457e-17
475,59,order-bias,True,,warm-specialist,honest,0,96,0.2710927104603948,0.13906842203508227,0.1674523636737235,7.190705016755952,0.46398036356916844,0.1620635592756927,,0.8919544490325364,0.0,0.1080455509674636,False,408,24,4020,0,0,0.0
476,59,timing-outliers,True,,warm-specialist,honest,0,96,0.17290105770297232,0.13801651282501304,0.17281771643597796,7.245509827276028,0.29401761878033217,0.5167968641881421,,0.8725346515544647,0.0,0.12746534844553523,False,408,24,4000,0,0,0.0
477,59,curriculum-skew,True,,aggregate-rewrite,honest,0,96,0.1712091235660508,0.12204957277314382,0.15015027480521476,8.193392056019087,0.46398036356916844,0.09995987735349181,,0.8903080030645371,0.0,0.1096919969354629,False,408,24,4020,0,0,0.0
478,59,false-accept-claim,True,,aggregate-rewrite,honest,0,96,0.1712091235660507,0.1220495727731438,0.15015027480521473,8.19339205601909,0.46398036356916844,0.09995987735349178,,0.8903080030645371,0.0,0.10969199693546287,False,408,24,4020,96,0,0.0
479,59,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
480,60,honest,True,,aggregate-rewrite,honest,0,94,0.17080569806242163,0.12210389691730372,0.1492230671965155,8.18974680781287,0.46398036356916844,0.07039215476018337,,0.8903148404413764,0.0,0.10968515955862344,False,408,24,4020,0,0,0.0
481,60,fast-worker,True,,aggregate-rewrite,honest,0,94,0.17080569806242174,0.12210389691730374,0.1492230671965155,8.18974680781287,0.46398036356916844,0.07039215476018337,1.0,0.8903148404413764,0.0,0.10968515955862344,False,408,24,4020,0,0,0.0
482,60,slow-worker,True,,aggregate-rewrite,honest,0,94,0.17080569806242168,0.12210389691730371,0.1492230671965155,8.189746807812872,0.46398036356916844,0.07039215476018337,1.0,0.8903148404413765,0.0,0.10968515955862346,False,408,24,4020,0,0,4.163336342344337e-17
483,60,order-bias,True,,warm-specialist,honest,0,94,0.2689858807541198,0.13878002273033718,0.16686089344325009,7.205648048805233,0.46398036356916844,0.13920659350521625,,0.891905119683691,0.0,0.10809488031630904,False,408,24,4020,0,0,-1.3877787807814457e-17
484,60,timing-outliers,True,,aggregate-rewrite,honest,0,94,0.14902875241183616,0.10757536663607528,0.13703962163010605,9.295808429665636,0.42957116119167693,0.34875543775715245,,0.9030628194090781,0.0,0.09693718059092189,False,408,24,4030,0,0,-2.7755575615628914e-17
485,60,curriculum-skew,True,,aggregate-rewrite,honest,0,94,0.17080569806242166,0.12210389691730371,0.1492230671965155,8.189746807812872,0.46398036356916844,0.07039215476018337,,0.8903148404413765,0.0,0.10968515955862346,False,408,24,4020,0,0,4.163336342344337e-17
486,60,false-accept-claim,True,,aggregate-rewrite,honest,0,94,0.17080569806242163,0.12210389691730372,0.1492230671965155,8.18974680781287,0.46398036356916844,0.07039215476018337,,0.8903148404413764,0.0,0.10968515955862344,False,408,24,4020,94,0,0.0
487,60,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
488,61,honest,True,,aggregate-rewrite,honest,0,95,0.16249603353714054,0.10896232732565324,0.1358397371888191,9.177483856519718,0.4586946297470449,0.08788750936253681,,0.9009573385642019,0.0,0.09904266143579815,False,408,24,4020,0,0,-1.3877787807814457e-17
489,61,fast-worker,True,,aggregate-rewrite,honest,0,95,0.1624960335371406,0.10896232732565324,0.1358397371888191,9.177483856519718,0.4586946297470449,0.08788750936253682,1.0,0.9009573385642018,0.0,0.09904266143579817,False,408,24,4020,0,0,1.3877787807814457e-17
490,61,slow-worker,True,,aggregate-rewrite,honest,0,95,0.1624960335371406,0.10896232732565324,0.1358397371888191,9.177483856519718,0.4586946297470449,0.08788750936253682,1.0,0.9009573385642018,0.0,0.09904266143579815,False,408,24,4020,0,0,-1.3877787807814457e-17
491,61,order-bias,True,,warm-specialist,honest,0,95,0.25967934812636756,0.12291561419982823,0.15184892351001156,8.135662881481151,0.4586946297470449,0.14572765622042755,,0.9015494735109734,0.0,0.09845052648902668,False,408,24,4020,0,0,4.163336342344337e-17
492,61,timing-outliers,True,,balanced-index,honest,0,94,0.13206516662584658,0.1779675913346035,0.19999999999999996,5.61900058601042,0.1876196935966141,0.45433809745646014,,1.0000000000000002,0.0,0.0,False,408,24,3950,0,0,0.0
493,61,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.16249603353714054,0.10896232732565324,0.1358397371888191,9.177483856519718,0.4586946297470449,0.08788750936253685,,0.9009573385642018,0.0,0.09904266143579817,False,408,24,4020,0,0,1.3877787807814457e-17
494,61,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.16249603353714054,0.10896232732565324,0.1358397371888191,9.177483856519718,0.4586946297470449,0.08788750936253681,,0.9009573385642019,0.0,0.09904266143579815,False,408,24,4020,95,0,-1.3877787807814457e-17
495,61,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
496,62,honest,True,,aggregate-rewrite,honest,0,95,0.1506998805505237,0.098324320666782,0.1195570320149791,10.170423687837806,0.6763664790257691,0.0252531949671029,,0.9136427339366288,0.0,0.08635726606337128,False,408,24,4050,0,0,2.7755575615628914e-17
497,62,fast-worker,True,,aggregate-rewrite,honest,0,95,0.15069988055052377,0.09832432066678198,0.11955703201497914,10.170423687837808,0.6763664790257691,0.025253194967102894,1.0,0.9136427339366286,0.0,0.0863572660633713,False,408,24,4050,0,0,4.163336342344337e-17
498,62,slow-worker,True,,aggregate-rewrite,honest,0,95,0.15069988055052377,0.09832432066678198,0.11955703201497914,10.170423687837808,0.6763664790257691,0.025253194967102894,1.0,0.9136427339366288,0.0,0.0863572660633713,False,408,24,4050,0,0,4.163336342344337e-17
499,62,order-bias,True,,warm-specialist,honest,0,95,0.23556814452945118,0.1092383635679822,0.1300538972285239,9.154293119538275,0.6763664790257691,0.08354013128019526,,0.9164474940639515,0.0,0.08355250593604853,False,408,24,4050,0,0,-1.3877787807814457e-17
500,62,timing-outliers,True,,aggregate-rewrite,honest,0,95,0.14407990229923703,0.08910537011648356,0.11041325724263698,11.222668158975644,0.6573587306657398,0.08739382386096346,,0.9201753186260028,0.0,0.07982468137399729,False,408,24,4060,0,0,0.0
501,62,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.15069988055052377,0.09832432066678198,0.11955703201497911,10.170423687837808,0.6763664790257691,0.025253194967102887,,0.9136427339366286,0.0,0.08635726606337128,False,408,24,4050,0,0,4.163336342344337e-17
502,62,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.1506998805505237,0.098324320666782,0.1195570320149791,10.170423687837806,0.6763664790257691,0.0252531949671029,,0.9136427339366288,0.0,0.08635726606337128,False,408,24,4050,95,0,2.7755575615628914e-17
503,62,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
504,63,honest,True,,aggregate-rewrite,honest,0,95,0.15043918277586257,0.08976881006552251,0.11065364354676593,11.139726585103414,0.7412768664954087,0.05630944694123401,,0.9175534277188101,0.0,0.08244657228118987,False,408,24,4060,0,0,-1.3877787807814457e-17
505,63,fast-worker,True,,aggregate-rewrite,honest,0,95,0.15043918277586266,0.08976881006552252,0.11065364354676595,11.139726585103412,0.7412768664954087,0.05630944694123401,1.0,0.9175534277188102,0.0,0.08244657228118987,False,408,24,4060,0,0,-1.3877787807814457e-17
506,63,slow-worker,True,,aggregate-rewrite,honest,0,95,0.15043918277586257,0.08976881006552251,0.11065364354676593,11.139726585103414,0.7412768664954087,0.05630944694123404,1.0,0.9175534277188101,0.0,0.08244657228118987,False,408,24,4060,0,0,-1.3877787807814457e-17
507,63,order-bias,True,,warm-specialist,honest,0,95,0.22847520597308144,0.09865628161400378,0.1229759021579945,10.136202010050772,0.7692495784386316,0.10670610385762351,,0.9202403052730018,0.0,0.0797596947269981,False,408,24,4060,0,0,0.0
508,63,timing-outliers,True,,noisy-search,honest,0,96,0.15375513248818695,0.10855090462233004,0.12747676727342958,9.212267769478263,0.4546671554249573,0.2708091870201755,,1.0,0.0,0.0,False,408,24,4050,0,0,0.0
509,63,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.1504391827758626,0.08976881006552251,0.11065364354676593,11.139726585103414,0.7412768664954087,0.056309446941234,,0.9175534277188101,0.0,0.08244657228118987,False,408,24,4060,0,0,-1.3877787807814457e-17
510,63,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.15043918277586257,0.08976881006552251,0.11065364354676593,11.139726585103414,0.7412768664954087,0.05630944694123401,,0.9175534277188101,0.0,0.08244657228118987,False,408,24,4060,95,0,-1.3877787807814457e-17
511,63,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
