replication,cohort,scenario,planned,reason,winner,winner_category,false_acceptances,invalid_attempts,gini,hhi,top1_share,effective_miners,rank_stability_tau_b,validator_disagreement_tv,hardware_pair_tau_b,honest_weight,gaming_weight,sybil_weight,safe_no_update,strategy_evaluations,duplicate_cache_hits,trial_pairs,injected_false_claims,accepted_injected_false_claims,sybil_strategy_allocation_gain
115,14,order-bias,True,,warm-specialist,honest,0,94,0.2554761694149217,0.13760072910817903,0.16416732242473406,7.267403352302148,0.43913765534497307,0.12809371502414443,,1.0,0.0,0.0,False,408,24,4020,0,0,0.0
116,14,timing-outliers,True,,warm-specialist,honest,0,96,0.12203307849998604,0.10586816167713271,0.12828729302935568,9.445710439836585,0.5606267696908326,0.31023100491941497,,0.9079339867211934,0.0,0.09206601327880655,False,408,24,4030,0,0,-2.7755575615628914e-17
117,14,curriculum-skew,True,,warm-specialist,honest,0,94,0.1561522342820337,0.1211514357591087,0.14563777361091848,8.254132472588676,0.46995433291304134,0.06539211943884438,,1.0,0.0,0.0,False,408,24,4020,0,0,0.0
118,14,false-accept-claim,True,,warm-specialist,honest,0,94,0.15615223428203373,0.1211514357591087,0.1456377736109185,8.254132472588676,0.46995433291304134,0.06539211943884436,,1.0,0.0,0.0,False,408,24,4020,94,0,0.0
119,14,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
120,15,honest,True,,aggregate-rewrite,honest,0,96,0.14291202903748343,0.08944184255967974,0.10920007542566926,11.180449456111704,0.7272905105237972,0.057050918000014085,,0.9194592304131791,0.0,0.0805407695868209,False,408,24,4060,0,0,-1.3877787807814457e-17
121,15,fast-worker,True,,aggregate-rewrite,honest,0,96,0.14291202903748348,0.08944184255967974,0.10920007542566926,11.180449456111704,0.7272905105237972,0.057050918000014085,1.0,0.919459230413179,0.0,0.0805407695868209,False,408,24,4060,0,0,1.3877787807814457e-17
122,15,slow-worker,True,,aggregate-rewrite,honest,0,96,0.14291202903748354,0.08944184255967975,0.10920007542566927,11.180449456111702,0.7272905105237972,0.057050918000014085,1.0,0.9194592304131791,0.0,0.0805407695868209,False,408,24,4060,0,0,-1.3877787807814457e-17
123,15,order-bias,True,,warm-specialist,honest,0,96,0.22615069703157556,0.09851525580866671,0.11984068340522175,10.15071210840856,0.7133041545521858,0.10464841457775641,,0.9224022576576217,0.0,0.0775977423423782,False,408,24,4060,0,0,0.0
124,15,timing-outliers,True,,warm-specialist,honest,0,95,0.15673434818492785,0.10866902316387342,0.1344929114998013,9.202254431715975,0.6043119725238845,0.2750808354186917,,0.900438740747738,0.0,0.09956125925226189,False,408,24,4030,0,0,-1.3877787807814457e-17
125,15,curriculum-skew,True,,aggregate-rewrite,honest,0,96,0.1429120290374835,0.08944184255967974,0.10920007542566926,11.180449456111704,0.7272905105237972,0.057050918000014085,,0.9194592304131791,0.0,0.08054076958682087,False,408,24,4060,0,0,-1.3877787807814457e-17
126,15,false-accept-claim,True,,aggregate-rewrite,honest,0,96,0.14291202903748343,0.08944184255967974,0.10920007542566926,11.180449456111704,0.7272905105237972,0.057050918000014085,,0.9194592304131791,0.0,0.0805407695868209,False,408,24,4060,96,0,-1.3877787807814457e-17
127,15,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
128,16,honest,True,,aggregate-rewrite,honest,0,96,0.10918006643221469,0.11569756868566776,0.14361045354647609,8.643223979207756,0.43404614656470597,0.05889722230892058,,0.8945729839766605,0.0,0.1054270160233395,False,408,24,4020,0,0,4.163336342344337e-17
129,16,fast-worker,True,,aggregate-rewrite,honest,0,96,0.10918006643221473,0.11569756868566779,0.14361045354647614,8.643223979207754,0.43404614656470597,0.05889722230892064,1.0,0.8945729839766605,0.0,0.10542701602333954,False,408,24,4020,0,0,4.163336342344337e-17
130,16,slow-worker,True,,aggregate-rewrite,honest,0,96,0.10918006643221471,0.11569756868566777,0.1436104535464761,8.643223979207756,0.43404614656470597,0.0588972223089206,1.0,0.8945729839766605,0.0,0.10542701602333951,False,408,24,4020,0,0,2.7755575615628914e-17
131,16,order-bias,True,,aggregate-rewrite,honest,0,96,0.18251519053091064,0.1240873539690807,0.1504176666209584,8.058838938971764,0.44901325506693723,0.10049957368559094,,0.8980276834118679,0.0,0.101972316588132,False,408,24,4020,0,0,0.0
132,16,timing-outliers,True,,aggregate-rewrite,honest,0,94,0.13919122279376103,0.08201743018554387,0.10386843567068417,12.192530267502294,0.8138124571256617,0.29668472209927865,,0.9271629584266904,0.0,0.07283704157330956,False,408,24,4060,0,0,-1.3877787807814457e-17
133,16,curriculum-skew,True,,aggregate-rewrite,honest,0,96,0.10918006643221473,0.11569756868566777,0.1436104535464761,8.643223979207756,0.43404614656470597,0.05889722230892059,,0.8945729839766604,0.0,0.10542701602333945,False,408,24,4020,0,0,-2.7755575615628914e-17
134,16,false-accept-claim,True,,aggregate-rewrite,honest,0,96,0.10918006643221469,0.11569756868566776,0.14361045354647609,8.643223979207756,0.43404614656470597,0.05889722230892058,,0.8945729839766605,0.0,0.1054270160233395,False,408,24,4020,96,0,4.163336342344337e-17
135,16,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
136,17,honest,True,,aggregate-rewrite,honest,0,96,0.1639809155714925,0.12121286966415509,0.15631284996479272,8.249949058797991,0.31430927854685603,0.07682530799937679,,0.8844000240189873,0.0,0.11559997598101275,False,408,24,4040,0,0,-1.3877787807814457e-17
137,17,fast-worker,True,,aggregate-rewrite,honest,0,96,0.1639809155714925,0.12121286966415508,0.15631284996479275,8.249949058797993,0.31430927854685603,0.07682530799937681,1.0,0.8844000240189872,0.0,0.1155999759810128,False,408,24,4040,0,0,5.551115123125783e-17
138,17,slow-worker,True,,aggregate-rewrite,honest,0,96,0.16398091557149252,0.12121286966415509,0.15631284996479278,8.249949058797991,0.31430927854685603,0.07682530799937681,1.0,0.8844000240189873,0.0,0.11559997598101275,False,408,24,4040,0,0,-1.3877787807814457e-17
139,17,order-bias,True,,aggregate-rewrite,honest,0,96,0.27278674603694586,0.13884688102460688,0.170726271180545,7.202178346539717,0.3292763870490873,0.13926276497650308,,0.883966076620049,0.0,0.11603392337995101,False,408,24,4040,0,0,-1.3877787807814457e-17
140,17,timing-outliers,True,,warm-specialist,honest,0,96,0.17552728522693334,0.1390947582512761,0.17256908869237716,7.189343527909871,0.34044145332459513,0.3779310527180236,,0.874671564554734,0.0,0.125328435445266,False,408,24,4000,0,0,-2.7755575615628914e-17
141,17,curriculum-skew,True,,aggregate-rewrite,honest,0,96,0.16398091557149247,0.12121286966415508,0.15631284996479275,8.249949058797993,0.31430927854685603,0.07682530799937683,,0.8844000240189873,0.0,0.1155999759810127,False,408,24,4040,0,0,-2.7755575615628914e-17
142,17,false-accept-claim,True,,aggregate-rewrite,honest,0,96,0.1639809155714925,0.12121286966415509,0.15631284996479272,8.249949058797991,0.31430927854685603,0.07682530799937679,,0.8844000240189873,0.0,0.11559997598101275,False,408,24,4040,96,0,-1.3877787807814457e-17
143,17,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
144,18,honest,True,,aggregate-rewrite,honest,0,95,0.15238922840708855,0.09825393886006857,0.12043513754883374,10.177709022171431,0.6051700075493723,0.034860659250808244,,0.911538064656972,0.0,0.08846193534302801,False,408,24,4040,0,0,0.0
145,18,fast-worker,True,,aggregate-rewrite,honest,0,95,0.15238922840708857,0.09825393886006856,0.12043513754883374,10.177709022171431,0.6051700075493723,0.03486065925080826,1.0,0.911538064656972,0.0,0.08846193534302801,False,408,24,4040,0,0,0.0
146,18,slow-worker,True,,aggregate-rewrite,honest,0,95,0.15238922840708857,0.09825393886006857,0.12043513754883374,10.177709022171431,0.6051700075493723,0.03486065925080825,1.0,0.911538064656972,0.0,0.08846193534302801,False,408,24,4040,0,0,0.0
147,18,order-bias,True,,warm-specialist,honest,0,95,0.24087070853916812,0.1093666576158969,0.13230309284871886,9.143554551260657,0.6194093018446517,0.08512326059612112,,0.9145575317543729,0.0,0.08544246824562712,False,408,24,4040,0,0,4.163336342344337e-17
148,18,timing-outliers,True,,aggregate-rewrite,honest,0,96,0.18792070386852777,0.11134455828035598,0.14595582375941002,8.981130424731546,0.4441328954693609,0.13455059613336137,,0.9026159482880838,0.0,0.0973840517119162,False,408,24,4050,0,0,0.0
149,18,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.15238922840708857,0.09825393886006857,0.12043513754883374,10.177709022171431,0.6051700075493723,0.034860659250808244,,0.911538064656972,0.0,0.08846193534302801,False,408,24,4040,0,0,0.0
150,18,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.15238922840708855,0.09825393886006857,0.12043513754883374,10.177709022171431,0.6051700075493723,0.034860659250808244,,0.911538064656972,0.0,0.08846193534302801,False,408,24,4040,95,0,0.0
151,18,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
152,19,honest,True,,warm-specialist,honest,0,96,0.06686318834916981,0.1449119732810322,0.1664633243791761,6.900741031665269,0.4591998322966902,0.07115448767473011,,0.8750261141092986,0.0,0.12497388589070137,False,408,24,4010,0,0,4.163336342344337e-17
153,19,fast-worker,True,,warm-specialist,honest,0,96,0.06686318834916981,0.14491197328103222,0.1664633243791761,6.900741031665268,0.4591998322966902,0.07115448767473011,1.0,0.8750261141092988,0.0,0.12497388589070137,False,408,24,4010,0,0,4.163336342344337e-17
154,19,slow-worker,True,,warm-specialist,honest,0,96,0.06686318834916986,0.14491197328103222,0.1664633243791761,6.900741031665268,0.4591998322966902,0.07115448767473015,1.0,0.8750261141092985,0.0,0.12497388589070135,False,408,24,4010,0,0,1.3877787807814457e-17
155,19,order-bias,True,,warm-specialist,honest,0,96,0.11003561575819575,0.14879536358184875,0.1760526735926613,6.72063951407951,0.4430875574792625,0.09722270124144172,,0.8860209858760443,0.0,0.11397901412395574,False,408,24,4010,0,0,-1.3877787807814457e-17
156,19,timing-outliers,True,,aggregate-rewrite,honest,0,94,0.15219747738877906,0.09883577944738443,0.11993487350369349,10.117793430590117,0.6906057733210484,0.387824605698313,,0.9197322459010796,0.0,0.08026775409892041,False,408,24,4040,0,0,0.0
157,19,curriculum-skew,True,,warm-specialist,honest,0,96,0.06686318834916981,0.14491197328103222,0.1664633243791761,6.900741031665268,0.4591998322966902,0.07115448767473011,,0.8750261141092988,0.0,0.12497388589070137,False,408,24,4010,0,0,4.163336342344337e-17
158,19,false-accept-claim,True,,warm-specialist,honest,0,96,0.06686318834916981,0.1449119732810322,0.1664633243791761,6.900741031665269,0.4591998322966902,0.07115448767473011,,0.8750261141092986,0.0,0.12497388589070137,False,408,24,4010,96,0,4.163336342344337e-17
159,19,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
160,20,honest,True,,aggregate-rewrite,honest,0,95,0.1550008323860743,0.1086035319702084,0.13473765462856355,9.207803667695773,0.573924114224946,0.06629815445483005,,1.0,0.0,0.0,False,408,24,4040,0,0,0.0
161,20,fast-worker,True,,aggregate-rewrite,honest,0,95,0.15500083238607437,0.1086035319702084,0.13473765462856363,9.207803667695773,0.573924114224946,0.06629815445483007,1.0,1.0,0.0,0.0,False,408,24,4040,0,0,0.0
162,20,slow-worker,True,,aggregate-rewrite,honest,0,95,0.1550008323860744,0.10860353197020843,0.13473765462856366,9.20780366769577,0.573924114224946,0.06629815445483006,1.0,1.0,0.0,0.0,False,408,24,4040,0,0,0.0
163,20,order-bias,True,,aggregate-rewrite,honest,0,95,0.21869887543264838,0.11919387308018306,0.13788716867352988,8.389692977987961,0.5590169943749475,0.12025914043039616,,1.0,0.0,0.0,False,408,24,4040,0,0,0.0
164,20,timing-outliers,True,,aggregate-rewrite,honest,0,96,0.1673589467963083,0.10913569981741099,0.13704774729233643,9.162904546111362,0.4732563640247288,0.33918198846506487,,0.9072743331944458,0.0,0.09272566680555402,False,408,24,4040,0,0,0.0
165,20,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.15500083238607437,0.1086035319702084,0.13473765462856357,9.207803667695773,0.573924114224946,0.06629815445483005,,0.9999999999999999,0.0,0.0,False,408,24,4040,0,0,0.0
166,20,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.1550008323860743,0.1086035319702084,0.13473765462856355,9.207803667695773,0.573924114224946,0.06629815445483005,,1.0,0.0,0.0,False,408,24,4040,95,0,0.0
167,20,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
168,21,honest,True,,aggregate-rewrite,honest,0,94,0.15378810735525744,0.09836753391784593,0.12103810417770919,10.165955780035867,0.6478878904352103,0.027750837874266607,,0.9112515718971863,0.0,0.0887484281028137,False,408,24,4040,0,0,-1.3877787807814457e-17
169,21,fast-worker,True,,aggregate-rewrite,honest,0,94,0.1537881073552575,0.09836753391784595,0.12103810417770922,10.165955780035866,0.6478878904352103,0.02775083787426663,1.0,0.9112515718971863,0.0,0.08874842810281372,False,408,24,4040,0,0,-1.3877787807814457e-17
170,21,slow-worker,True,,aggregate-rewrite,honest,0,94,0.15378810735525744,0.09836753391784593,0.12103810417770919,10.165955780035867,0.6478878904352103,0.02775083787426663,1.0,0.9112515718971863,0.0,0.08874842810281372,False,408,24,4040,0,0,-1.3877787807814457e-17
171,21,order-bias,True,,warm-specialist,honest,0,94,0.2412896998960507,0.10916101299348827,0.13511030254000708,9.160779774548745,0.6621271847304897,0.07881355114038426,,0.9124208943471231,0.0,0.08757910565287695,False,408,24,4040,0,0,-1.3877787807814457e-17
172,21,timing-outliers,True,,warm-specialist,honest,0,94,0.12891617392994903,0.09667064407122371,0.1156057252278486,10.344401959950048,0.7048450676163277,0.10225283725860607,,0.9117380012450668,0.0,0.0882619987549333,False,408,24,4040,0,0,2.7755575615628914e-17
173,21,curriculum-skew,True,,aggregate-rewrite,honest,0,94,0.1537881073552575,0.09836753391784595,0.12103810417770919,10.165955780035866,0.6478878904352103,0.02775083787426662,,0.9112515718971863,0.0,0.08874842810281372,False,408,24,4040,0,0,2.7755575615628914e-17
174,21,false-accept-claim,True,,aggregate-rewrite,honest,0,94,0.15378810735525744,0.09836753391784593,0.12103810417770919,10.165955780035867,0.6478878904352103,0.027750837874266607,,0.9112515718971863,0.0,0.0887484281028137,False,408,24,4040,94,0,-1.3877787807814457e-17
175,21,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
176,22,honest,True,,aggregate-rewrite,honest,0,95,0.13383223432264893,0.08197317201601405,0.09950839157254061,12.199113141609828,0.827605888602368,0.04011159357356374,,0.9262741397412867,0.0,0.07372586025871328,False,408,24,4070,0,0,0.0
177,22,fast-worker,True,,aggregate-rewrite,honest,0,95,0.13383223432264896,0.08197317201601403,0.09950839157254061,12.19911314160983,0.827605888602368,0.040111593573563746,1.0,0.9262741397412867,0.0,0.07372586025871328,False,408,24,4070,0,0,0.0
178,22,slow-worker,True,,aggregate-rewrite,honest,0,95,0.13383223432264893,0.08197317201601403,0.09950839157254061,12.19911314160983,0.827605888602368,0.04011159357356375,1.0,0.9262741397412867,0.0,0.07372586025871328,False,408,24,4070,0,0,0.0
179,22,order-bias,True,,warm-specialist,honest,0,95,0.2119092218995342,0.08966343568091802,0.10853949822521985,11.152818229703614,0.841399320079074,0.08882764845123042,,0.9295542717366033,0.0,0.0704457282633966,False,408,24,4070,0,0,1.3877787807814457e-17
180,22,timing-outliers,True,,aggregate-rewrite,honest,0,96,0.15941364981318065,0.0988282679198008,0.12364739325600194,10.118562442190129,0.5624521246635342,0.17720911015002513,,0.9136957224343022,0.0,0.08630427756569779,False,408,24,4050,0,0,0.0
181,22,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.13383223432264893,0.08197317201601405,0.09950839157254063,12.199113141609828,0.827605888602368,0.040111593573563746,,0.9262741397412868,0.0,0.07372586025871329,False,408,24,4070,0,0,0.0
182,22,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.13383223432264893,0.08197317201601405,0.09950839157254061,12.199113141609828,0.827605888602368,0.04011159357356374,,0.9262741397412867,0.0,0.07372586025871328,False,408,24,4070,95,0,0.0
183,22,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
184,23,honest,True,,aggregate-rewrite,honest,0,95,0.14775158645772402,0.11980188571859922,0.14928079798426672,8.34711402080001,0.5088816890758622,0.1019207117035635,,0.8901149583256179,0.0,0.10988504167438205,False,408,24,4030,0,0,-1.3877787807814457e-17
185,23,fast-worker,True,,aggregate-rewrite,honest,0,95,0.14775158645772393,0.11980188571859923,0.14928079798426666,8.347114020800008,0.5088816890758622,0.10192071170356355,1.0,0.890114958325618,0.0,0.10988504167438208,False,408,24,4030,0,0,0.0
186,23,slow-worker,True,,aggregate-rewrite,honest,0,95,0.147751586457724,0.1198018857185992,0.1492807979842667,8.34711402080001,0.5088816890758622,0.1019207117035635,1.0,0.8901149583256179,0.0,0.10988504167438203,False,408,24,4030,0,0,-2.7755575615628914e-17
187,23,order-bias,True,,aggregate-rewrite,honest,0,95,0.19868272136947776,0.12649904834463654,0.15183102362439002,7.905197810465578,0.5537830145825559,0.1396138313826665,,0.8962488719259386,0.0,0.10375112807406145,False,408,24,4030,0,0,4.163336342344337e-17
188,23,timing-outliers,True,,noisy-search,honest,0,95,0.18649437722951231,0.15868794860934285,0.19738992258454383,6.301675765320999,0.18519463316790533,0.5666791054403328,,1.0,0.0,0.0,False,408,24,3970,0,0,0.0
189,23,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.14775158645772402,0.11980188571859922,0.14928079798426672,8.34711402080001,0.5088816890758622,0.1019207117035635,,0.8901149583256179,0.0,0.10988504167438203,False,408,24,4030,0,0,2.7755575615628914e-17
190,23,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.14775158645772402,0.11980188571859922,0.14928079798426672,8.34711402080001,0.5088816890758622,0.1019207117035635,,0.8901149583256179,0.0,0.10988504167438205,False,408,24,4030,95,0,-1.3877787807814457e-17
191,23,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
192,24,honest,True,,aggregate-rewrite,honest,0,96,0.16534967193974723,0.10927253941035045,0.13347926627585555,9.151430042681689,0.5169415668577807,0.04557428780090756,,0.901713581795527,0.0,0.09828641820447312,False,408,24,4050,0,0,0.0
193,24,fast-worker,True,,aggregate-rewrite,honest,0,96,0.1653496719397472,0.10927253941035042,0.1334792662758556,9.151430042681692,0.5169415668577807,0.045574287800907554,1.0,0.9017135817955269,0.0,0.0982864182044731,False,408,24,4050,0,0,0.0
194,24,slow-worker,True,,aggregate-rewrite,honest,0,96,0.16534967193974723,0.10927253941035044,0.1334792662758556,9.15143004268169,0.5169415668577807,0.04557428780090756,1.0,0.9017135817955269,0.0,0.0982864182044731,False,408,24,4050,0,0,0.0
195,24,order-bias,True,,warm-specialist,honest,0,96,0.2562884417471479,0.12287344363823388,0.1483447803453452,8.138455067184552,0.5315033011354647,0.10317853743647043,,0.903981085776708,0.0,0.09601891422329191,False,408,24,4050,0,0,1.3877787807814457e-17
196,24,timing-outliers,True,,aggregate-rewrite,honest,0,96,0.12514078751372892,0.09638741831739553,0.11804843763066782,10.374798054109982,0.7190843619116071,0.19815611990662027,,0.9181727646813816,0.0,0.0818272353186183,False,408,24,4060,0,0,1.3877787807814457e-17
197,24,curriculum-skew,True,,aggregate-rewrite,honest,0,96,0.16534967193974728,0.10927253941035045,0.13347926627585563,9.151430042681689,0.5169415668577807,0.045574287800907554,,0.9017135817955269,0.0,0.0982864182044731,False,408,24,4050,0,0,0.0
198,24,false-accept-claim,True,,aggregate-rewrite,honest,0,96,0.16534967193974723,0.10927253941035045,0.13347926627585555,9.151430042681689,0.5169415668577807,0.04557428780090756,,0.901713581795527,0.0,0.09828641820447312,False,408,24,4050,96,0,0.0
199,24,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
200,25,honest,True,,aggregate-rewrite,honest,0,95,0.109777962833395,0.10415064937159002,0.1258702194645146,9.601476380931503,0.5897502382462005,0.059791904613919006,,0.9070817112649268,0.0,0.09291828873507318,False,408,24,4040,0,0,0.0
201,25,fast-worker,True,,aggregate-rewrite,honest,0,95,0.10977796283339514,0.10415064937159003,0.12587021946451457,9.601476380931501,0.5897502382462005,0.059791904613919006,1.0,0.9070817112649269,0.0,0.09291828873507318,False,408,24,4040,0,0,0.0
202,25,slow-worker,True,,aggregate-rewrite,honest,0,95,0.10977796283339507,0.10415064937159003,0.12587021946451457,9.601476380931501,0.5897502382462005,0.059791904613919,1.0,0.9070817112649269,0.0,0.09291828873507318,False,408,24,4040,0,0,0.0
203,25,order-bias,True,,warm-specialist,honest,0,95,0.1774875189764631,0.11113930695334215,0.13594045193879323,8.997716716191276,0.5897502382462005,0.09698916227645214,,0.9111945241702636,0.0,0.08880547582973643,False,408,24,4040,0,0,0.0
204,25,timing-outliers,True,,warm-specialist,honest,0,93,0.19203391398933797,0.13987395988307086,0.17179098103876536,7.149293555683708,0.3688626719822609,0.3042756351646694,,1.0,0.0,0.0,False,408,24,4000,0,0,0.0
205,25,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.10977796283339507,0.10415064937159002,0.12587021946451457,9.601476380931503,0.5897502382462005,0.05979190461391901,,0.9070817112649269,0.0,0.09291828873507316,False,408,24,4040,0,0,0.0
206,25,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.109777962833395,0.10415064937159002,0.1258702194645146,9.601476380931503,0.5897502382462005,0.059791904613919006,,0.9070817112649268,0.0,0.09291828873507318,False,408,24,4040,95,0,0.0
207,25,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
208,26,honest,True,,aggregate-rewrite,honest,0,95,0.1715054258693775,0.12205031440085438,0.15021396827848946,8.193342269612373,0.4545459941290072,0.07969339954297248,,1.0,0.0,0.0,False,408,24,4010,0,0,0.0
209,26,fast-worker,True,,aggregate-rewrite,honest,0,95,0.17150542586937756,0.12205031440085441,0.1502139682784895,8.193342269612371,0.4545459941290072,0.07969339954297247,1.0,1.0,0.0,0.0,False,408,24,4010,0,0,0.0
210,26,slow-worker,True,,aggregate-rewrite,honest,0,95,0.17150542586937761,0.12205031440085443,0.15021396827848954,8.193342269612371,0.4545459941290072,0.07969339954297248,1.0,1.0,0.0,0.0,False,408,24,4010,0,0,0.0
211,26,order-bias,True,,warm-specialist,honest,0,95,0.2727079748984631,0.13943788655227168,0.16707565868541668,7.171652014570126,0.43913765534497307,0.13979352954411667,,1.0,0.0,0.0,False,408,24,4010,0,0,0.0
212,26,timing-outliers,True,,aggregate-rewrite,honest,0,95,0.12937141058964807,0.09737050036679433,0.11230396481802869,10.270050952115923,0.7902808333880038,0.3932543402666415,,0.9162976535982275,0.0,0.08370234640177243,False,408,24,4050,0,0,4.163336342344337e-17
213,26,curriculum-skew,True,,aggregate-rewrite,honest,0,95,0.1715054258693776,0.12205031440085441,0.15021396827848948,8.193342269612371,0.4545459941290072,0.07969339954297247,,1.0,0.0,0.0,False,408,24,4010,0,0,0.0
214,26,false-accept-claim,True,,aggregate-rewrite,honest,0,95,0.1715054258693775,0.12205031440085438,0.15021396827848946,8.193342269612373,0.4545459941290072,0.07969339954297248,,1.0,0.0,0.0,False,408,24,4010,95,0,0.0
215,26,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
216,27,honest,True,,aggregate-rewrite,honest,0,96,0.12377816699744182,0.09557760095439345,0.116760029879642,10.462702453445841,0.7475629505021658,0.036428149851428886,,0.9153993624042205,0.0,0.08460063759577949,False,408,24,4050,0,0,0.0
217,27,fast-worker,True,,aggregate-rewrite,honest,0,96,0.12377816699744183,0.09557760095439342,0.116760029879642,10.462702453445845,0.7475629505021658,0.036428149851428886,1.0,0.9153993624042205,0.0,0.08460063759577949,False,408,24,4050,0,0,0.0
218,27,slow-worker,True,,aggregate-rewrite,honest,0,96,0.1237781669974418,0.09557760095439342,0.116760029879642,10.462702453445845,0.7475629505021658,0.036428149851428886,1.0,0.9153993624042205,0.0,0.08460063759577949,False,408,24,4050,0,0,0.0
219,27,order-bias,True,,warm-specialist,honest,0,96,0.17212942342799392,0.1006080421584075,0.12188433631912421,9.939563264987292,0.7475629505021658,0.07185050676085168,,0.9214501712216175,0.0,0.07854982877838235,False,408,24,4050,0,0,2.7755575615628914e-17
220,27,timing-outliers,True,,aggregate-rewrite,honest,0,96,0.16096411455787027,0.09890320301848372,0.12670199666643653,10.110896002155895,0.6621271847304897,0.16551883296849715,,0.9085625699973833,0.0,0.09143743000261684,False,408,24,4060,0,0,-1.3877787807814457e-17
221,27,curriculum-skew,True,,aggregate-rewrite,honest,0,96,0.1237781669974418,0.09557760095439342,0.11676002987964203,10.462702453445845,0.7475629505021658,0.0364281498514289,,0.9153993624042205,0.0,0.08460063759577949,False,408,24,4050,0,0,0.0
222,27,false-accept-claim,True,,aggregate-rewrite,honest,0,96,0.12377816699744182,0.09557760095439345,0.116760029879642,10.462702453445841,0.7475629505021658,0.036428149851428886,,0.9153993624042205,0.0,0.08460063759577949,False,408,24,4050,96,0,0.0
223,27,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
224,28,honest,True,,aggregate-rewrite,honest,0,96,0.07358293430536127,0.11298058658924696,0.13197729929060487,8.8510781381903,0.6585527740981746,0.07741742572514977,,0.9033887535380271,0.0,0.096611246461973,False,408,24,4030,0,0,0.0
225,28,fast-worker,True,,aggregate-rewrite,honest,0,96,0.07358293430536125,0.11298058658924698,0.1319772992906049,8.8510781381903,0.6585527740981746,0.07741742572514977,1.0,0.9033887535380271,0.0,0.09661124646197301,False,408,24,4030,0,0,0.0
226,28,slow-worker,True,,aggregate-rewrite,honest,0,96,0.07358293430536118,0.11298058658924696,0.13197729929060487,8.8510781381903,0.6585527740981746,0.0774174257251498,1.0,0.903388753538027,0.0,0.09661124646197301,False,408,24,4030,0,0,0.0
227,28,order-bias,True,,warm-specialist,honest,0,96,0.1103953945749831,0.11568240098619272,0.13617170010278523,8.644357235629602,0.6136514485914809,0.09870287532878737,,0.9116142810431314,0.0,0.08838571895686871,False,408,24,4030,0,0,2.7755575615628914e-17
228,28,timing-outliers,True,,covering-join,honest,0,95,0.12483072647926895,0.15232368559403178,0.1758429314930619,6.564967201917423,0.38722514207834746,0.4272081844677487,,0.9999999999999999,0.0,0.0,False,408,24,4000,0,0,0.0
229,28,curriculum-skew,True,,aggregate-rewrite,honest,0,96,0.07358293430536124,0.11298058658924696,0.13197729929060487,8.8510781381903,0.6585527740981746,0.07741742572514977,,0.903388753538027,0.0,0.096611246461973,False,408,24,4030,0,0,0.0
230,28,false-accept-claim,True,,aggregate-rewrite,honest,0,96,0.07358293430536127,0.11298058658924696,0.13197729929060487,8.8510781381903,0.6585527740981746,0.07741742572514977,,0.9033887535380271,0.0,0.096611246461973,False,408,24,4030,96,0,0.0
231,28,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,408,24,0,0,0,
